C/R,Product,Application,DTS #,Description,Status (6.07),Pri,Ass'd DTSs,Releases,PP Pack,Programs,Date Checked,6.07 Chg #,Due Date,To Be Shipped (6.07),Shipping Test,Shipping Live,LSS,CCD,MU2,Resp App,Comments
,CS,MRI,5180,INFCE: MPM.XI Filer crashes after CS MRI 5048 patched in due to MRM DB closing,Rejected,3,,"6.0R, 6.06R, 6.07R",,,8/11/2014,,,,,,,,,,
,CS,MRI,5228,Send PHA|33 to MPM from OM,Completed,3,Y,"6.0C, 6.07C",5,MRI.PAT.xo.format.hl7.lss,8/11/2014,MRI 232,3/20/2014,,Y,Y,,,,,
,CS,MRI,5238,INFCE - Full URL can be absent from messages to MPM,Submitted,3,,6.07S,,MRI.PAT.xo.format.hl7.lss,8/11/2014,,,,,,Y,,,,
,CS,MRI,5260,Filing of OVId structure causes back log in ADM/MRI transfer queue,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,MRI.DRC.rt.focus.file.drc,8/11/2014,MRI 247,6/19/2014,,Y,Y,,Y,,MRI,
,CS,MRI,5290,INFCE: MRI Filer Error Handling,Submitted,3,,"6.0S, 6.07S, 6.1S, 6.13S, 6.14S, 6.15S",,,8/11/2014,,,,,,,,,,
,CS,MRI,5315,INFCE: CCD - Send ITI-41 without requiring a PIX or PIF feed,Rejected,3,,"6.07R, 6.13R",,,8/11/2014,,,,,,,Y,,,
,CS,MRI,5329,INFCE: MPM.XI - /NMI.ERR lingers in certain cases with CS MIS 16923 patched in,Submitted,3,,6.07S,,,8/11/2014,,,,,,,,,,
,CS,MRI,5355,CDA: Store Originating Facility on the CDA index,Draft,3,Y,"6.0D, 6.07D, 6.1T, 6.13T, 6.14T, 6.15T",,,8/11/2014,,9/18/2014,,,,,Y,,,
,CS,MRI,5363,MPM: Diagnosis codes for MPM orders do not send to OM due to invalid list,Submitted,3,,"6.0S, 6.07S",,,8/18/2014,,,,,,,,,,
,CS,PHA,8126,PHA: The inbound PHA interface generating invalid error,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",1,PHA.INFCE.xi.file.hl7.comp,8/11/2014,PHA 1068,11/20/2010,,Y,Y,,,,,
,CS,PHA,8443,"HCA PWR 31487 - PHA Orders Infce - Add Bottle Type, Soft Stop and Total Volume",Completed,4,,"6.0C, 6.06C, 6.07C",0,"PHA.INFCE.file.out, PHA.INFCE.xo.format.hl7.comp, PHA.PARAM.ee",8/11/2014,PHA 277,,,Y,Y,,,,,
,CS,PHA,9018,"Resub of DTS 8351: Wrong Values sent in ORC field 1 for Pyxis, DDP 13781",Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",0,PHA.INFCE.xo.format.hl7.comp,8/11/2014,PHA 532,8/9/2011,,Y,Y,,,,,
R,CS,PHA,9516,Remove PYXIS check for 'Enable Interface' in PHA,Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,PHA.INFCE.file.in,8/11/2014,PHA 1197,6/3/2012,,Y,Y,,,,,
R,CS,PHA,9565,INFCE: Dosage range information not sent in outbound pharmacy messages,Completed,3,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,PHA.INFCE.xo.format.hl7.comp,8/11/2014,PHA 766,2/13/2012,,Y,Y,,,,,
,CS,PHA,10054,"INFCE: inbound message only filing , as patient's name",Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,PHA.INFCE.xi.file.hl7.comp,8/11/2014,PHA 1308,12/12/2012,,Y,Y,,,,,
,CS,PHA,11272,DDP 15159: New 'standard' formatter and filer for PHA Robot interface,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"PHA.INFCE.xi.file.hl7.comp.robot, PHA.INFCE.xo.format.hl7.comp.robot, PHA.TOOL.BOX.init.x.msg.type",8/11/2014,PHA 1539,,,Y,Y,,,,,
,CS,PHA,11305,INFCE: No account on the event causes blank order messages,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",5,PHA.INFCE.xo.format.hl7.comp,8/11/2014,PHA 1682,7/17/2014,,Y,Y,,,,,
,CS,PHA,11529,INFCE: OV Can't Handle Actual Freq value for One-Time Med Order in ORC|7.2,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,PHA.INFCE.xo.format.hl7.comp,8/11/2014,PHA 1623,2/20/2014,,Y,Y,,,,,
,CS,PHA,11788,"INFCE: Change PV transaction to VM, PR transaction to RM",Submitted,3,,6.07S,,PHA.INFCE.xi.file.hl7.comp,8/11/2014,,,,,,,,,,
,CS,PHA,11870,Billing Transaction Only robot parameter not respected when set to N,Completed,2,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,PHA.INFCE.file.out,8/11/2014,PHA 1653,5/1/2014,,Y,Y,,,,PHA,
R,CS,PHA,11943,INFCE - ZRX segment blank after PHA 8443,Completed,3,,"6.0C, 6.07C",5,PHA.INFCE.xo.format.hl7.comp,8/11/2014,PHA 1683,6/19/2014,,Y,Y,,,,,Needed for Robot deliveries
,CS,PHA,11955,"INFCE: ORC,RXE,ZRX message issues for Robot",Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14U, 6.15C",,PHA.INFCE.xo.format.hl7.comp.robot,8/11/2014,PHA 1738,8/21/2014,Y,,,Y,,,,
R,CS,PHA,11967,INFCE: RXE|7 sending Provider Admin Inst multiple times for ROBOT,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14U, 6.15C",,PHA.INFCE.xo.format.hl7.comp.robot,8/11/2014,PHA 1739,8/21/2014,Y,,,,,,,Needed for Robot deliveries
,CS,PHA,12084,Drug Dictionary Edits Not Generating Msgs in DM Interface,Testing,3,Y,"6.0T, 6.07T, 6.1T, 6.13T, 6.14T, 6.15T",,PHA.INFCE.xo.format.hl7.comp,8/11/2014,,10/16/2014,,,,,,,,
,CS,PHA,12158,DM and Robot Interface limit Dose and Label comments to 12 entries,Submitted,3,,"6.0S, 6.07S, 6.1S, 6.13S, 6.14S, 6.15S",,,8/18/2014,,,,,,,,,,
,CS,RAD,5079,OV and Imported Reports do not file when Ask Cosign for doctor is B or R,6.1-Rejected,3,,6.12R,,"RAD.RES.xi.file.hl7.comp, RAD.RES.xi.file.report",8/11/2014,,8/20/2010,,,,,,,,
R,CS,RAD,5310,INFCE: Images can file to wrong patient or incorrectly FAIL-READ.,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,RAD.ORD.xi.file.hl7.comp,8/11/2014,RAD 115,2/4/2011,,Y,Y,,,,,
,CS,RAD,5334,Maestro interface can setup nil nodes in ITS order structure,,3,,6.05S,,,8/11/2014,,,,,,,,,,
,CS,RAD,5343,INFCE: ITS Order Filing to Cancelled Order instead of Updated Order,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,"RAD.ORD.xi.file.hl7.comp, RAD.ORD.xi.file.pacs",8/11/2014,RAD 131,2/26/2011,,Y,Y,,,,,
,CS,RAD,5345,INFCE: Invalid Electronic Signed can file with RAD 4901,Completed,4,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,RAD.RES.xi.file.hl7.comp,8/11/2014,RAD 133,6/27/2011,,Y,Y,,,,,
,CS,RAD,5381,INFCE: Send formatting characters in OBX for ITS Reports Outbound,Completed,3,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,RAD.RES.xo.format.hl7.comp,8/11/2014,RAD 363,3/26/2011,,Y,Y,,,,,
,CS,RAD,5393,INFCE: Check for Transcriptionist Mnemonic in User Dictionary for OBR|35,Completed,5,,"6.0C, 6.07C, 6.1C, 6.14C",1,"RAD.RES.xo.format.hl7.comp, RAD.RES.xo.format.hl7.mpm",8/11/2014,RAD 401,1/23/2012,,Y,Y,Y,,,,
,CS,RAD,5455,INFCE: PV1|44 not always populating correctly,Completed,4,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",1,"RAD.ORD.xo.format.hl7.comp, RAD.RES.xo.format.hl7.comp",8/11/2014,RAD 419,9/5/2011,,Y,Y,,,,,
,CS,RAD,5511,NMI: Reports file through interface without respecting signed/dict date/time,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,RAD.RES.xi.file.report,8/11/2014,RAD 645,6/13/2011,,Y,Y,,,,,
,CS,RAD,5516,INFCE: User and Interface Locks for ITS Order Causes Locks for Other ITS INFCE,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,RAD.RES.xi.file.report,8/11/2014,RAD 189,6/11/2011,,Y,Y,,,,,
,CS,RAD,5583,INFCE: Orders Out - Reason for Exam Query is not sent if it is a multiple,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,RAD.ORD.xo.format.hl7.comp,8/11/2014,RAD 612,7/17/2011,,Y,Y,,,,,
,CS,RAD,5584,NMI: Reports sent in as draft or pending file over a signed report,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,RAD.RES.xi.file.report,8/11/2014,RAD 551,7/31/2011,,Y,Y,,,,,
,CS,RAD,5585,Int. Queries: units of measurement not valued correctly,Completed,4,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,RAD.ORD.xo.format.hl7.comp,8/11/2014,RAD 217,11/20/2011,,Y,Y,,,,,
R,CS,RAD,5608,ITS is sending bounceback messages to PACS for every XO message,Completed,5,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,RAD.ORD.xi.file.pacs,8/11/2014,RAD 224,5/25/2012,,Y,Y,,,,,
R,CS,RAD,5609,DDP 15703: Discontinue use of CS Symbol table arrays,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,RAD.RES.xi.file.report,8/11/2014,RAD 225,,,Y,Y,,,,,
,CS,RAD,5616,INFCE: Check OM order number index in ITS for OBR|2,Completed,4,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,"RAD.ORD.xi.file.hl7.comp, RAD.ORD.xi.file.pacs, RAD.RES.xi.file.hl7.comp",8/11/2014,RAD 229,12/4/2011,,Y,Y,,,,,
,CS,RAD,5622,INFCE: Parent order not populating OBR|19,Completed,4,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",1,RAD.ORD.xo.format.hl7.comp,8/11/2014,RAD 402,12/11/2011,,Y,Y,,,,,
,CS,RAD,5624,INFCE: Inbox: Coded entry responses do not file from message,Submitted,3,,"6.0S, 6.07S",,RAD.ORD.xi.file.hl7.comp,8/11/2014,,,,,,,,,,
,CS,RAD,5629,INFCE: Facility & Message Filer Not Defined for RAD DTS 5343,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,"RAD.ORD.xi.file.hl7.comp, RAD.ORD.xi.file.pacs",8/11/2014,RAD 232,8/15/2011,,Y,Y,,,,,
,CS,RAD,5721,INFCE: IF RAD.RES.final.status is draft only allow draft and pending status,Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,RAD.RES.xi.file.report,8/11/2014,RAD 552,2/27/2012,,Y,Y,,,,,
,CS,RAD,5754,INFCE: Addendums FAIL if report is initialized by interface without ov sender,Submitted,3,,"6.0S, 6.05S, 6.06S, 6.07S",,RAD.RES.xi.file.report,8/11/2014,,,,,,,,,,
R,CS,RAD,5819,INFCE: Image Updates In - Should not check HL7 ver when looking for order num,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,RAD.ORD.xi.file.hl7.comp,8/11/2014,RAD 531,1/7/2012,,Y,Y,,,,,
,CS,RAD,5837,INFCE: OBR|31 Reasons for Exam Missing from ITS Results Outbound Msg,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,RAD.RES.xo.format.hl7.comp,8/11/2014,RAD 483,1/20/2012,,Y,Y,,,,,
,CS,RAD,5845,INFCE - RAD Results Report Text in OBX segments is being split incorrectly,Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,"RAD.RES.xo.format.hl7.comp, RAD.RES.xo.format.hl7.maestro, RAD.RES.xo.format.hl7.mpm",8/11/2014,RAD 484,5/29/2012,,Y,Y,Y,,,,
R,CS,RAD,5858,INFCE:ORC not sent for canceled orders as it is for OBR. SET.ID also incorrect,Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,RAD.RES.xo.format.hl7.comp,8/11/2014,RAD 651,6/6/2012,,Y,Y,,,,,
,CS,RAD,5920,INFCE: Outbound ITS Orders/Results send Other Doc instead of Ref Doc for PV1|8,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,"RAD.ORD.xo.format.hl7.comp, RAD.RES.xo.format.hl7.comp, RAD.RES.xo.format.hl7.maestro, RAD.RES.xo.format.hl7.mpm",8/11/2014,RAD 485,3/23/2012,,Y,Y,Y,,,,
R,CS,RAD,5929,INFCE: RAD Reports formatter for Home Care needs to be included in 6.05,,3,,6.05C,,RAD.RES.xo.format.hl7.maestro,8/11/2014,,3/27/2012,,,,,,,,
,CS,RAD,5958,INFCE: TXA|17 must file report status as Draft not D. Mimic OBR|25 filing.,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,RAD.RES.xi.file.hl7.comp,8/11/2014,RAD 532,4/16/2012,,Y,Y,,,,,
,CS,RAD,5975,INFCE: Inbound ITS Reports accepting Inactive Providers in OBR-32 and 33,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,RAD.RES.xi.file.report,8/11/2014,RAD 553,5/21/2012,,Y,Y,,,,,
,CS,RAD,5997,INFCE: Move Elec Sig check from OBR|33.1.2 to OBR|33.2.1,Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,RAD.RES.xi.file.hl7.comp,8/11/2014,RAD 533,9/22/2012,,Y,Y,,,,,
,CS,RAD,6001,INFCE: Inbound results crashes when D(26) is on the report comments,,3,,6.0R,,,8/11/2014,,,,,,,,,,
,CS,RAD,6044,INFCE: Check for external order number for inbound PACS messages,Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,"RAD.ORD.xi.file.hl7.comp, RAD.ORD.xi.file.pacs",8/11/2014,RAD 534,10/24/2012,,Y,Y,,,,,
,CS,RAD,6052,INFCE: HL7 version may not be set up correctly for RAD Inbound,Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,"RAD.ORD.xi.file.hl7.comp, RAD.RES.xi.file.hl7.comp",8/11/2014,RAD 535,10/24/2012,,Y,Y,,,,,
,CS,RAD,6092,Only last line of  Multi line Query included in OBX segment,,4,,6.06C,,RAD.ORD.xo.format.hl7.comp,8/11/2014,,11/17/2012,,,,,,,,
C,CS,RAD,6151,MPM Integration: RAD Results not filing to APR properly,Completed,1,,"6.0C, 6.05C, 6.06C, 6.07C",0,RAD.RES.xo.format.hl7.mpm,8/11/2014,RAD 348,7/1/2012,,Y,Y,Y,,,,
,CS,RAD,6158,RAD Orders In: Issues with Cancelling and Accession Number creation,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,"RAD.ORD.xi.file, RAD.ORD.xi.file.hl7.comp",8/11/2014,RAD 536,9/15/2012,,Y,Y,,,,,
,CS,RAD,6244,INFCE: Transcription time incorrect when filing result addendums,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,RAD.RES.xi.file.report,8/11/2014,RAD 554,11/25/2012,,Y,Y,,,,,
,CS,RAD,6271,INFCE: OV ID Index is not being cleared for cancelled orders,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,RAD.ORD.xi.file.hl7.comp,8/11/2014,RAD 634,12/16/2012,,Y,Y,,,,,
,CS,RAD,6288,"INFCE: Inbound Orders not cancelling, OBR|3",Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,RAD.ORD.xi.file.hl7.comp,8/11/2014,RAD 537,4/29/2013,,Y,Y,,,,,
,CS,RAD,6296,Custom Reg Types Not Working Correctly with HL7 Messages,6.1-Completed,3,Y,"6.1C, 6.13C, 6.14C",,RAD.RES.xo.format.hl7.comp,8/11/2014,,1/27/2013,,,,,,,,
,CS,RAD,6390,CDA: CCD source and document identifiers should not pass to ITS and EMR,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",1,RAD.RES.xi.file.report.hl7.v3.ehr,8/11/2014,RAD 473,4/7/2013,,Y,Y,,Y,,,
,CS,RAD,6399,CCR: Result Normal Range not included in ITS Report,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",1,RAD.RES.xi.file.report.hl7.v3.ehr,8/11/2014,RAD 474,4/12/2013,,Y,Y,,Y,,,
,CS,RAD,6442,"CCD: Issues with Support,Care Team and Author sections.",Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,RAD.RES.xi.file.report.hl7.v3.ehr,8/11/2014,RAD 683,1/16/2014,,Y,Y,,Y,,,
,CS,RAD,6463,INFCE: Interface can crash if there are a lot of OBR's,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,RAD.ORD.xi.file.hl7.comp,8/11/2014,RAD 635,6/9/2013,,Y,Y,,,,,
,CS,RAD,6517,OBR populates in MSH/PID after RAD 6485,6.1-Completed,3,,"6.1C, 6.13C, 6.14C",,RAD.RES.xo.format.hl7.comp,8/11/2014,,7/30/2013,,,,,,,,
,CS,RAD,6533,INFCE: CS RAD 6137--Accession ID replaces OV ORD ID in OBR|2 for PACS RES OUT,Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,RAD.RES.xo.format.hl7.comp,8/11/2014,RAD 559,12/9/2013,,Y,Y,,,,,
,CS,RAD,6537,INFCE: inbound images filer should check that patient is associated to order,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"RAD.ORD.xi.file.hl7.comp, RAD.ORD.xi.file.pacs",8/11/2014,RAD 636,8/11/2013,,Y,Y,,,,,
,CS,RAD,6722,CS RAD to MPM: send department identifier for ov reports,Completed,3,,"6.0C, 6.07C",4,RAD.RES.xo.format.hl7.mpm,8/11/2014,RAD 670,1/25/2014,,Y,Y,,,,,
,CS,RAD,6726,CCD: .xml version should not show unavailable in place of blank.,Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,RAD.RES.xi.file.report.hl7.v3.ehr,8/11/2014,RAD 684,4/28/2014,,Y,Y,,Y,,,
,CS,RAD,6739,INFCE: Fix facility mapping to find order urn from OBR|2 for PACS,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,RAD.ORD.xi.file.hl7.comp,8/11/2014,RAD 680,2/20/2014,,Y,Y,,,,,
,CS,RAD,6749,INFCE: RAD Results OBX segments contain incorrect line length,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,"RAD.RES.xo.format.hl7.comp, RAD.RES.xo.format.hl7.maestro, RAD.RES.xo.format.hl7.mpm",8/11/2014,RAD 699,4/17/2014,,Y,Y,,,,,
R,CS,RAD,6755,INFCE: Signed By Date Time in wrong field,Completed,3,,"6.0C, 6.07C, 6.1C, 6.14C, 6.15C",4,RAD.RES.xi.file.hl7.comp,8/11/2014,RAD 679,2/20/2014,,Y,Y,,,,,
,CS,RAD,6787,INFCE - CCD can get stuck in an infinite loop reading documents,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,RAD.RES.xi.file.report.hl7.v3.ehr,8/11/2014,RAD 685,2/20/2014,,Y,Y,,Y,,,
,CS,RAD,6813,Remove non HL7 compliant ZAP segment introduced in CS RAD 6700,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,RAD.RES.xo.format.hl7.comp,8/11/2014,RAD 701,5/15/2014,,Y,Y,,,,,
,CS,RAD,6815,Send Report Status of A for Addendum in OBR|25,Submitted,3,,6.07S,,RAD.RES.xo.format.hl7.comp,8/11/2014,,,,,,,,,,
R,CS,RAD,6829,INFCE - Read Warn if transcribed date/time is before a dictated date/time,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",5,RAD.RES.xi.file.report,8/11/2014,RAD 709,5/15/2014,,Y,Y,,,,,
,CS,RAD,6848,Status Image Not Updating,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",5,RAD.ORD.ee.exam,8/11/2014,RAD 703,5/29/2014,,Y,Y,,,,RAD,
,CS,RAD,6865,Messages stuck in READING for RAD PACS UPD Filer when order has questionnaire,Completed,3,Y,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",5,RAD.ORD.ee.exam,8/11/2014,RAD 704,5/29/2014,,Y,Y,,,,RAD,
R,CS,RAD,6866,INFCE: PACS UPD Filer overwriting Completed status with Taken,Completed,3,Y,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",5,RAD.ORD.xi.file.pacs,8/11/2014,RAD 705,4/17/2014,,Y,Y,,,,,
,CS,RAD,6897,RAD Results Service Date/Time not being sent in message to MPM,Completed,3,,"6.0C, 6.07C",5,RAD.RES.xo.format.hl7.mpm,8/11/2014,RAD 721,6/19/2014,,Y,Y,,,,,
,CS,RAD,6919,Image EMR Status Parameter not being respected,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14P, 6.15C",5,"RAD.ORD.xi.file.pacs, RAD.ORD.xo.format.hl7.comp",8/11/2014,RAD 724,9/18/2014,,Y,Y,,,,,
,CS,RAD,6952,INFCE: Do not file to permanent from interface for PACS,Submitted,3,,"6.0S, 6.07S, 6.1S, 6.12S, 6.13S, 6.14S, 6.15S",,,8/11/2014,,,,,,,,,,
R,CS,RAD,6955,INFCE: READ-WARN instead of FAIL-READ when Technologist sent,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14U, 6.15C",,RAD.ORD.xi.file.pacs,8/11/2014,RAD 749,8/21/2014,,Y,Y,,,,,
,CS,RAD,6986,INFCE: Code shouldn't file info if msg FAIL-READs for Procedure does not exist,Submitted,3,,"6.06S, 6.07S, 6.13S",,,8/11/2014,,,,,,,,,,
,CS,RAD,6990,INFCE: Inbound RAD ORD (Non-Pacs) filer creates corrupted error codes,Submitted,3,,"6.0S, 6.07S, 6.13S",,,8/11/2014,,,,,,,,,,
,CS,SCH,12329,SCH: S14 Message generating for an edited Pending Appointment,Completed,3,,"6.0C, 6.06C, 6.07C",1,SCH.APPT.xo.format.hl7.lss,8/11/2014,SCH 1079,9/1/2012,,Y,Y,Y,,,,
,CS,SCH,13676,INFCE: /EAWZ does not clear properly if database is not closed,Completed,3,,"6.0C, 6.07C",5,SCH.APPT.ov.file.mri.appts,8/11/2014,SCH 1669,,,Y,Y,,,,SCH,
,CS,UNV,851,"Master files interface: record level event code should be in MFE.1, not MFE.2",Completed,3,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,UNV.USER.xo.format.hl7.comp,8/11/2014,UNV 36,7/14/2012,,Y,Y,,,,,
,FOC,EMR,5905,Get CCD Job Crashes When Processing Migrated Acct With Referrals,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",5,"EmrGetChart.ProcessRequest.P, EmrGetChart.XoFormat.GatherData.P",8/11/2014,EMR 1970,6/3/2014,,,,,,,EMR,
,FOC,EMR,5910,CDA: High volume can cause CCD generation backlogs,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",5,EmrGetChart.ProcessRequest.P,8/11/2014,EMR 1939,5/15/2014,,,,,Y,,,EMR
,FOC,HIM,3119,EMPI Out incorrectly sending PID|3 as multi comp instead of multi repeat,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,HimRec.XoFormat.RecordsHl7.C,8/11/2014,HIM 939,,,,,,,,,
,FOC,HIM,3146,EMPI Active interface can send QRD|8 and QRD|9 incorrect for US sites,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,HimRec.XoQueryHl7.P,8/11/2014,HIM 956,8/16/2013,,,,,,,,
,FOC,HIM,3379,EMPI Active MSH values incorrect,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"HimRec.XoQueryHl7.P, HimRec.XoQueryHl7Can.P",8/11/2014,HIM 1006,10/24/2013,,Y,Y,,,,,
,FOC,HIM,3380,EMPI Active Query incorrectly filing carets as part of response,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"HimRec.XoQueryHl7.P, HimRec.XoQueryHl7Can.P",8/11/2014,HIM 1007,10/24/2013,,Y,Y,,,,,
,FOC,HIM,3402,EMPI Passive not sending facility in message,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,HimRec.XoFormatEvent.UpdEmpiDemo.P,8/11/2014,HIM 1013,10/24/2013,,Y,Y,,,,,
,FOC,HIM,3459,EMPI Active - MRI search does not return any patients,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,"HimRec.XoQueryHl7.P, HimRec.XoQueryHl7Can.P",8/11/2014,HIM 1036,11/28/2013,,Y,Y,,,,,
,FOC,HIM,3611,EMPI passive should return errors,Draft,3,,"6.0D, 6.07D, 6.1D, 6.13D, 6.14D, 6.15D",,HimRec.XoFormatEvent.UpdEmpiDemo.P,8/11/2014,,,,,,,,,HIM,
,FOC,HIM,3704,MG/CS DEMO - Update required error not returned,6.1-Testing,3,,"6.1T, 6.13C, 6.14C, 6.15C",,"HimRec.XoDemoToCs.P, HimRec.XoDemoToMg.P",8/11/2014,,,,,,,,,HIM,
,FOC,MIS,3858,IMM INFCE: Incorrect values showing in Manage Outbox Display,Completed,4,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,MisXoConn.FormatImmunHl7.P,8/11/2014,MIS 472,1/22/2012,,Y,Y,,,Y,,
R,FOC,MIS,4328,INFCE: Immunizations - unable to use multiple interfaces per facility,Completed,3,Y,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,MisXoConn.FormatImmunHl7.P,8/11/2014,MIS 681,2/11/2012,,Y,Y,,,Y,,
,FOC,MIS,4461,If M-AT msg is a malformed list then it will Fail-Read with empty message ERR,Completed,4,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,MisXiConn.FilerFolderDriver.P,8/11/2014,MIS 721,7/30/2012,,,,,,,,
,FOC,MIS,4724,EMPI Interface Connection Set Appearing as Not Installed in Outbox Setup,6.1-Completed,5,,"6.1C, 6.13C, 6.14C",,MisXoConn.InitConnections.S,8/11/2014,,4/28/2013,,,,,,,,
,FOC,MIS,4754,Add Warning Message when Reprocessing Messages,Completed,3,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,"MisXiMsgQueue.Copy.K, MisXiMsgQueue.Reprocess.K, MisXoMsgQueue.Copy.K",8/11/2014,MIS 810,7/14/2012,,,,,,,,
,FOC,MIS,4907,INFCE: Add REG ADT to outbound setup wizard,6.1-Completed,4,,"6.1C, 6.13C, 6.14C",,MisXoConn.InitConnections.S,8/11/2014,,1/13/2013,,,,,,,,
