C/R,Product,Application,DTS #,Description,Status (6.07),Pri,Ass'd DTSs,Releases,PP ,Programs,Date Checked,6.07 Chg #,Due Date,To Be Shipped (6.07),Shipping Test,Shipping Live,LSS,CCD,MU2,Resp App,Dev OK'd,Comments
,CS,RAD,5334,Maestro interface can setup nil nodes in ITS order structure,,3,,6.05S,,,6/19/2015,,,,,,,,,,,
,CS,RAD,5511,NMI: Reports file through interface without respecting signed/dict date/time,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,RAD.RES.xi.file.report,6/19/2015,RAD 645,6/13/2011,,Y,Y,,,,,,
,CS,RAD,5624,INFCE: Inbox: Coded entry responses do not file from message,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,RAD.ORD.xi.file.hl7.comp,6/19/2015,RAD 846,1/15/2015,,Y,Y,,,,,,
,CS,RAD,5754,INFCE: Addendums FAIL if report is initialized by interface without ov sender,Submitted,3,,"6.0S, 6.05S, 6.06S, 6.07S, 6.08S",,,6/19/2015,,,,,,,,,,,
R,CS,RAD,5858,INFCE:ORC not sent for canceled orders as it is for OBR. SET.ID also incorrect,Completed,4,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,RAD.RES.xo.format.hl7.comp,6/19/2015,RAD 651,6/6/2012,,Y,Y,,,,,,
R,CS,RAD,5929,INFCE: RAD Reports formatter for Home Care needs to be included in 6.05,,3,,6.05C,,RAD.RES.xo.format.hl7.maestro,6/19/2015,,3/27/2012,,,,,,,,,
,CS,RAD,6001,INFCE: Inbound results crashes when D(26) is on the report comments,,3,,6.0R,,,6/19/2015,,,,,,,,,,,
,CS,RAD,6092,Only last line of  Multi line Query included in OBX segment,,4,,6.06C,,RAD.ORD.xo.format.hl7.comp,6/19/2015,,11/17/2012,,,,,,,,,
,CS,RAD,6271,INFCE: OV ID Index is not being cleared for cancelled orders,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,RAD.ORD.xi.file.hl7.comp,6/19/2015,RAD 634,12/16/2012,,Y,Y,,,,,,
,CS,RAD,6296,Custom Reg Types Not Working Correctly with HL7 Messages,6.1-Completed,3,Y,"6.1C, 6.13C, 6.14C",,RAD.RES.xo.format.hl7.comp,6/19/2015,,1/27/2013,,,,,,,,,
,CS,RAD,6442,"CCD: Issues with Support,Care Team and Author sections.",Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",4,RAD.RES.xi.file.report.hl7.v3.ehr,6/19/2015,RAD 683,1/16/2014,,Y,Y,,Y,,,,
,CS,RAD,6463,INFCE: Interface can crash if there are a lot of OBR's,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,RAD.ORD.xi.file.hl7.comp,6/19/2015,RAD 635,6/9/2013,,Y,Y,,,,,,
,CS,RAD,6517,OBR populates in MSH/PID after RAD 6485,6.1-Completed,3,,"6.1C, 6.13C, 6.14C",,RAD.RES.xo.format.hl7.comp,6/19/2015,,7/30/2013,,,,,,,,,
,CS,RAD,6537,INFCE: inbound images filer should check that patient is associated to order,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,"RAD.ORD.xi.file.hl7.comp, RAD.ORD.xi.file.pacs",6/19/2015,RAD 636,8/11/2013,,Y,Y,,,,,,
,CS,RAD,6722,CS RAD to MPM: send department identifier for ov reports,Completed,3,,"6.0C, 6.07C, 6.08C",4,RAD.RES.xo.format.hl7.mpm,6/19/2015,RAD 670,1/25/2014,,Y,Y,,,,,,
,CS,RAD,6726,"CCD: .xml version should not show ""unavailable"" in place of blank.",Completed,4,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",4,RAD.RES.xi.file.report.hl7.v3.ehr,6/19/2015,RAD 684,4/28/2014,,Y,Y,,Y,,,,
,CS,RAD,6739,INFCE: Fix facility mapping to find order urn from OBR|2 for PACS,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",4,RAD.ORD.xi.file.hl7.comp,6/19/2015,RAD 680,2/20/2014,,Y,Y,,,,,,
,CS,RAD,6749,INFCE: RAD Results OBX segments contain incorrect line length,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"RAD.RES.xo.format.hl7.comp, RAD.RES.xo.format.hl7.maestro, RAD.RES.xo.format.hl7.mpm",6/19/2015,RAD 699,4/17/2014,,Y,Y,,,,,,
R,CS,RAD,6755,INFCE: Signed By Date Time in wrong field,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.14C, 6.15C",4,RAD.RES.xi.file.hl7.comp,6/19/2015,RAD 679,2/20/2014,,Y,Y,,,,,,
,CS,RAD,6787,INFCE - CCD can get stuck in an infinite loop reading documents,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",4,RAD.RES.xi.file.report.hl7.v3.ehr,6/19/2015,RAD 685,2/20/2014,,Y,Y,,Y,,,,
,CS,RAD,6813,Remove non HL7 compliant ZAP segment introduced in CS RAD 6700,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,RAD.RES.xo.format.hl7.comp,6/19/2015,RAD 701,5/15/2014,,Y,Y,,,,,,
,CS,RAD,6815,"Send Report Status of ""A"" for Addendum in OBR|25",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,RAD.RES.xo.format.hl7.comp,6/19/2015,RAD 909,4/16/2015,,Y,Y,,,,,,
R,CS,RAD,6829,INFCE - Read Warn if transcribed date/time is before a dictated date/time,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,RAD.RES.xi.file.report,6/19/2015,RAD 709,5/15/2014,,Y,Y,,,,,,
,CS,RAD,6848,Status Image Not Updating,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,RAD.ORD.ee.exam,6/19/2015,RAD 703,5/29/2014,,Y,Y,,,,RAD,,
,CS,RAD,6865,Messages stuck in READING for RAD PACS UPD Filer when order has questionnaire,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,RAD.ORD.ee.exam,6/19/2015,RAD 704,5/29/2014,,Y,Y,,,,RAD,,
R,CS,RAD,6866,INFCE: PACS UPD Filer overwriting Completed status with Taken,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,RAD.ORD.xi.file.pacs,6/19/2015,RAD 705,4/17/2014,,Y,Y,,,,,,
,CS,RAD,6897,RAD Results Service Date/Time not being sent in message to MPM,Completed,3,,"6.0C, 6.07C, 6.08C",5,RAD.RES.xo.format.hl7.mpm,6/19/2015,RAD 721,6/19/2014,,Y,Y,,,,,,
,CS,RAD,6919,Image EMR Status Parameter not being respected,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"RAD.ORD.xi.file.pacs, RAD.ORD.xo.format.hl7.comp",6/19/2015,RAD 724,9/18/2014,,Y,Y,,,,,,
,CS,RAD,6952,INFCE: Do not file to permanent from interface for PACS,Submitted,3,,"6.0S, 6.07S, 6.08S, 6.1S, 6.12S, 6.13S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,,,,
R,CS,RAD,6955,INFCE: READ-WARN instead of FAIL-READ when Technologist sent,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,RAD.ORD.xi.file.pacs,6/19/2015,RAD 749,8/21/2014,,Y,Y,,,,,,
,CS,RAD,6986,INFCE: Code shouldn't file info if msg FAIL-READs for Procedure does not exist,Testing,3,,"6.0T, 6.07T, 6.08T, 6.1T, 6.13T, 6.14T, 6.15T",,RAD.ORD.xi.file,6/19/2015,,5/21/2015,,,,,,,,,
,CS,RAD,6990,INFCE: Inbound RAD ORD (Non-Pacs) filer creates corrupted error codes,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,RAD.ORD.xi.file.hl7.comp,6/19/2015,RAD 773,10/16/2014,,Y,Y,,,,,,
,CS,RAD,7072,INFCE: Multiple Orders may need multiple Exam Codes,Submitted,3,,"6.07S, 6.1S, 6.13S",,,6/19/2015,,,,,,,,,,,
,CS,RAD,7077,INFCE: administrativeGenderCode not always filing for ITI-43 messages,Completed,3,,"6.0T, 6.07C, 6.08C, 6.1T, 6.13C, 6.14T",,RAD.RES.xi.file.report.hl7.v3.ehr,6/19/2015,RAD 924,6/18/2015,Y,,,,Y,,,,
,CS,RAD,7079,INFCE: Entire image URL not filing for inbound PACS ITS orders,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,RAD.ORD.xi.file.hl7.comp,6/19/2015,RAD 896,4/16/2015,,Y,Y,,,,,,
,CS,RAD,7113,INFCE - Allow sit to define default provider for acknowledged CCD,Submitted,3,,"6.07S, 6.13S, 6.14S, 6.15S",,,6/19/2015,,,,,,,Y,,,,
,CS,RAD,7122,INFCE: Signed by Provider functionality needed for TXA segments,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,RAD.RES.xi.file.hl7.comp,6/19/2015,RAD 875,4/16/2015,,Y,Y,,,,,,
,CS,RAD,7173,INFCE: RAD Results outbound interface don't use Number of Chars per OBX param,Submitted,3,,"6.07S, 6.1S, 6.13S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,,,,
,CS,RAD,7175,OV Reports: Orders can fail to file result codes,Completed,2,,"6.0C, 6.07C, 6.08T, 6.1C, 6.13C, 6.14C, 6.15C",,RAD.RES.xi.file.report,6/19/2015,RAD 889,4/20/2015,,Y,Y,,,,,,
,CS,RAD,7182,INFCE: Providers Names not formatting correctly for RAD Results and Orders,6.1-Submitted,3,,"6.13S, 6.15S",,,6/19/2015,,,,,,,,,,,
,CS,RAD,7184,NMI- Allow ITS reports to be sent in single OBX,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.14C, 6.15C",,RAD.RES.xo.format.hl7.comp,6/19/2015,RAD 910,5/21/2015,,Y,Y,,,,,,
,CS,RAD,7197,INFCE: Add family doctor to PV1|52 for RAD results and orders out,Submitted,3,,"6.07S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,,,,
,CS,RAD,7199,NMI - Include patient's complete name in the Clinical Summary,Completed,3,Y,"6.0T, 6.07C, 6.08C, 6.1T, 6.13C, 6.14T, 6.15T",,RAD.RES.xi.file.report.hl7.v3.ehr,6/19/2015,RAD 925,6/18/2015,Y,,,,Y,,,,
,CS,RAD,7241,Infce: Evaluation of inbound order cancellation warnings,6.1-Submitted,3,,"6.0S, 6.1S",,,6/19/2015,,,,,,,,,,,
,CS,RAD,7254,INFCE: HL7 ver 2.4 RAD results infces contain blank repetitions in OBR|16/17,6.1-Submitted,3,,"6.1S, 6.13S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,,,,
,CS,RAD,7270,INFCE: RAD RES IN - Deleted reports reinstated - creating duplicates,Submitted,3,,6.07S,,,6/19/2015,,,,,,,,,,,
,CS,SCH,13676,INFCE: /EAWZ does not clear properly if database is not closed,Completed,3,,"6.0C, 6.07C, 6.08C",5,SCH.APPT.ov.file.mri.appts,6/19/2015,SCH 1669,,,Y,Y,,,,SCH,,
,FOC,ABS,1474,ZMC record for the 3M HDM to ABS interface needs to be keyed,6.1-Completed,3,Y,"6.1C, 6.14C, 6.15C",,AbsHl7Temp.MainFunctions.C,6/19/2015,,3/19/2015,,,,,,,,,
,FOC,ABS,1576,HDM IN - Filer crashes if & sent in message,6.1-Testing,3,,"6.1T, 6.14C, 6.15T",,"AbsOvEncoder.3mDriver.Filer.P, AbsOvEncoder.ReceiveIncomingPacket.Hdm.C",6/19/2015,,,,,,,,,ABS,,
,FOC,CWS,2275,DDP 10672: not all comments sent in NTE,6.1-Completed,3,Y,"6.1C, 6.14C, 6.15C",,CwsAppt.XoFormat.RecordsHl7.C,6/19/2015,,2/19/2015,,,,,,,,,
,FOC,EDM,2191,Syndromic Surveillance:  Retrieve blood pressure value from M-AT clinical data,Completed,3,,"6.0C, 6.07C, 6.08C",,EdmRtInteg.SvcReq.P,6/19/2015,EDM 408,,Y,,,,,,,,EDM
,FOC,EMR,5905,Get CCD Job Crashes When Processing Migrated Acct With Referrals,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"EmrGetChart.ProcessRequest.P, EmrGetChart.XoFormat.GatherData.P",6/19/2015,EMR 1970,6/3/2014,,,,,,,EMR,,
,FOC,EMR,5910,CDA: High volume can cause CCD generation backlogs,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,EmrGetChart.ProcessRequest.P,6/19/2015,EMR 1939,5/15/2014,,,,,Y,,EMR,,
,FOC,EMR,5935,PHS/CCD: Display Problem Selected Description instead of Preferred Description,Completed,3,,"6.0C, 6.07C, 6.08C",5,EmrGetChart.XoFormat.GatherData.P,6/19/2015,EMR 1971,6/22/2014,,,,,Y,,EMR,,
,FOC,EMR,6419,CDA: Rework of Opt Out Query and Patient Confidential flag,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"EmrGetChart.ProcessRequest.P, EmrGetChart.XoFormat.CreateMessage.P, EmrGetChart.XoFormat.GatherData.P",6/19/2015,EMR 2052,9/18/2014,Y,,,,Y,,EMR,,
,FOC,EMR,6474,Vaccine Order Number Sent in HL7 Immunization Message to OV too Long,Submitted,3,,"6.0S, 6.07S, 6.08S, 6.1S, 6.13S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,Y,EMR,,
,FOC,EMR,6714,CCD : Include Complete Immunization History,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,EmrGetChart.XoFormat.GatherData.P,6/19/2015,EMR 2171,,Y,,,,Y,,EMR,,
,FOC,HIM,3379,EMPI Active MSH values incorrect,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,"HimRec.XoQueryHl7.P, HimRec.XoQueryHl7Can.P",6/19/2015,HIM 1006,10/24/2013,,,,,,,,,
,FOC,HIM,3380,EMPI Active Query incorrectly filing carets as part of response,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,"HimRec.XoQueryHl7.P, HimRec.XoQueryHl7Can.P",6/19/2015,HIM 1007,10/24/2013,,,,,,,,,
,FOC,HIM,3402,EMPI Passive not sending facility in message,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,HimRec.XoFormatEvent.UpdEmpiDemo.P,6/19/2015,HIM 1013,10/24/2013,,,,,,,,,
,FOC,HIM,3459,EMPI Active - MRI search does not return any patients,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,"HimRec.XoQueryHl7.P, HimRec.XoQueryHl7Can.P",6/19/2015,HIM 1036,11/28/2013,,,,,,,,,
,FOC,HIM,3611,EMPI passive should return errors,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,HimRec.XoFormatEvent.UpdEmpiDemo.P,6/19/2015,HIM 1265,,Y,,,,,,HIM,,
,FOC,HIM,3704,MG/CS DEMO - Update required error not returned,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,"HimRec.XoDemoToCs.P, HimRec.XoDemoToMg.P",6/19/2015,,,,,,,,,HIM,,
,FOC,HIM,4310,OM filer crashes if PID|3 is not a list when using bilingual connection,Submitted,3,,"6.0S, 6.07S, 6.08S, 6.1S, 6.13S, 6.14S, 6.15S",,,6/19/2015,,,,,,,,,HIM,,
,FOC,HIM,4398,CDA: sites should have a way to view contents of CDA archive,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.14C, 6.15C",,~.MiscMenu,6/19/2015,HIM 1373,5/21/2015,Y,,,,Y,,,,
,FOC,HIM,4460,CAC: Convert backslashes to forward slashes in URI paths,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.14C, 6.15C",,"HimScaDoc.Event.Utils.C, HimScaDoc.XoFormatHl7.Utils.C",6/19/2015,HIM 1380,7/2/2015,Y,,,,,,,,MRM
,FOC,MIS,4724,"EMPI Interface Connection Set Appearing as ""Not Installed"" in Outbox Setup",6.1-Completed,5,,"6.1C, 6.13C, 6.14C",,MisXoConn.InitConnections.S,6/19/2015,,4/28/2013,,,,,,,,,
,FOC,MIS,4907,INFCE: Add REG ADT to outbound setup wizard,6.1-Completed,4,,"6.1C, 6.13C, 6.14C",,MisXoConn.InitConnections.S,6/19/2015,,1/13/2013,,,,,,,,,
,FOC,MIS,5341,INFCE: infce tries to create new UNV user when updating existing user,,3,,6.05C,,MisPerson.XiFilerHl7.P,6/19/2015,,2/18/2013,,,,,,,,,
,FOC,MIS,5571,INFCE: Missing ability to include/exclude msgs by location,6.1-Completed,3,,"6.1C, 6.13C, 6.14C",,"MisXoMsgGen.Mgmt.Detail.R, MisXoMsgGen.Mgmt.S",6/19/2015,,4/18/2013,,,,,,,,,
,FOC,MIS,5697,OM Order OV Connections Should Have Their Own Connection Set in Wizards,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,"MisXiConn.InitConnections.D, MisXiConn.InitConnections.S, MisXoConn.InitConnections.D, MisXoConn.InitConnections.S",6/19/2015,MIS 1687,11/21/2013,,,,,,,,,
,FOC,MIS,5797,270 EDI Folder Path not being set up when wizard run,6.1-Completed,3,,"6.1C, 6.13C, 6.14C",,MisXoConn.InitConnections.S,6/19/2015,,6/20/2013,,,,,,,,,
,FOC,MIS,6215,Immunizations: Change Refusal Reason (RXA-18) to use new value set,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,MisXoConn.RecordsImmunHl7.C,6/19/2015,MIS 1627,10/17/2013,,,,,,,,,
,FOC,MIS,6249,Add Outbox Events to the MIS Event Reader,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MisEventReader.Process.S,6/19/2015,MIS 1926,5/15/2014,,,,,,,,,
,FOC,MIS,6255,IMMUN values not displaying correctly in Manage Event Queue,6.1-Completed,3,,"6.1C, 6.13C, 6.14C",,MisEventQueue.Manage.Detail.K,6/19/2015,,11/21/2013,,,,,,,,,
,FOC,MIS,6288,Manage Outbox Response Text in Hexadecimal Format After DTS FOC MIS 5983,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,MisXoMsgQueue.View.K,6/19/2015,MIS 1645,11/21/2013,,,,,,,,,
,FOC,MIS,6299,Immunizations: Add PHA Trade Name to outbound message,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,"MisEventQueue.Manage.Detail.K, MisXoConn.RecordsImmunHl7.C",6/19/2015,MIS 1652,11/21/2013,,,,,,Y,,,
,FOC,MIS,6367,IMMUN - PID/IN1/Phone number issues cause message REJECTION,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C",4,"MisXoConn.DelFolder.P, MisXoConn.RecordsImmunHl7.C",6/19/2015,MIS 1684,12/19/2013,,,,,,Y,,,
,FOC,MIS,6439,Add missing components to Vendor Component dictionary,,3,Y,"6.0C, 6.08C",,"MisVendorComp.Id.L, MisVendorComp.IdCall.P, MisVendorComp.IdInit.P, MisVendorComp.Mgmt",6/19/2015,,12/19/2013,,,,,,,,,
,FOC,MIS,6470,IMMUN - Allow NPI number to be sent,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",4,"MisXoConn.FormatImmunHl7.P, MisXoConn.RecordsImmunHl7.C, MisXoMsgGen.Mgmt.S",6/19/2015,MIS 1825,1/16/2014,,,,,,Y,,,
,FOC,MIS,6558,Value Sets crashing on RT file of large data sets from NPR,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",4,"MisValueSet.RtFileRecordsOld.D, MisValueSet.RtFileRecordsOld.P",6/19/2015,MIS 1788,2/20/2014,,,,,,,,,
,FOC,MIS,6577,Any Word Search in Manage Inbox Routine is Broken,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MisXiConn.ProcessLstMsgs.E,6/19/2015,MIS 1843,4/17/2014,,,,,,,,,
,FOC,MIS,6581,IMMUN formatter needs to return errors,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MisXoConn.FormatImmunHl7.P,6/19/2015,MIS 1903,6/19/2014,,,,,,Y,,,
,FOC,MIS,6647,SYND - Pregnancy query not sent in message,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,"MisEhrParam.Mgmt.Detail.R, MisEhrParam.Mgmt.S",6/19/2015,,3/20/2014,,,,,,Y,,,
,FOC,MIS,6680,INFCE: 6.07 Immunizations Message Formatting Issues,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",4,MisXoConn.RecordsImmunHl7.C,6/19/2015,MIS 1826,4/17/2014,,,,,,Y,,,
,FOC,MIS,6701,Outbox Connection Folder editing does not carry over to Manage routine,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,MisXoConn.Folder.S,6/19/2015,,4/17/2014,,,,,,,,,
,FOC,MIS,6723,INFCE: Parameter to distinguish between Him OID or MRN for RegAdt,6.1-Completed,3,Y,"6.1C, 6.13C, 6.14C, 6.15C",,"MisXoMsgGen.Mgmt.Detail.R, MisXoMsgGen.Mgmt.S",6/19/2015,,4/17/2014,,,,,,,,,
,FOC,MIS,6726,INFCE: IMMUN MSH changes for Namespace ID,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",4,"MisXoConn.FormatImmunHl7.P, MisXoMsgGen.Mgmt.Detail.R, MisXoMsgGen.Mgmt.S",6/19/2015,MIS 1827,4/17/2014,,,,,,Y,,,
,FOC,MIS,6735,(Online Help) Update to Message Generator Dictionary online help - new field,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,,6/19/2015,MIS 1841,3/20/2014,,,,,,,,,
,FOC,MIS,6771,OM ORDERS OUT should return text to MIS Event Queue for Skipped Events,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MisXoConn.FormatOmOrdCwsMt.P, MisXoConn.FormatOmOrdErxOv.P, MisXoConn.FormatOmOrdItsMt.P, MisXoConn.FormatOmOrdLisMt.P, MisXoConn.FormatOmOrdLisMtStat.P, MisXoConn.FormatOmOrdMmMt.P, MisXoConn.FormatOmOrdOv.P, MisXoConn.FormatOmOrdPhaMt.P",6/19/2015,MIS 1845,5/10/2014,,,,,,,OM,,
,FOC,MIS,6777,Manage Event Reader crashes in UNV ring in 6.13,6.1-Completed,3,,6.13C,,MisEventReader.Process.S,6/19/2015,,4/21/2014,,,,,,,,,
,FOC,MIS,6785,INFCE - No wizard to set up 6.1 CCD ADT connection,6.1-Completed,3,Y,"6.1C, 6.13C, 6.14C, 6.15C",,"MisXoConn.InitConnections.AskAdtNumFeeds.K, MisXoConn.InitConnections.D, MisXoConn.InitConnections.S",6/19/2015,,5/15/2014,,,,,Y,,,,
,FOC,MIS,6791,"GetCcd and GetChart display ""Skipped"" in Manage Event",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,MisEventReader.Process.S,6/19/2015,MIS 1997,8/21/2014,Y,,,,,,,,
,FOC,MIS,6800,"Remove ""Purge Delay"" from Message Type Screen",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MisXiConn.Mgmt.Detail.R, MisXiConn.Mgmt.S, MisXiMsgType.Mgmt.Detail.R, MisXiMsgType.Mgmt.S, MisXoConn.Mgmt.Detail.R, MisXoConn.Mgmt.S, MisXoMsgType.Mgmt.Detail.R, MisXoMsgType.Mgmt.S",6/19/2015,MIS 1884,5/15/2014,,,,,,,,,
,FOC,MIS,6939,Manage Query Data should include listed queries to match NPR,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,MisXoConn.MgmtQry.S,6/19/2015,,8/21/2014,,,,,,,,,
,FOC,MIS,6941,"Message from CCD missing all info: ""existing"" option with conversion med rec",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,MisRtInteg.SendReqToCs.C,6/19/2015,MIS 2005,8/21/2014,Y,,,,,,,,
,FOC,MIS,6945,INFCE - Immunization interface's application acknowledgement type is hardcoded,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MisXoConn.FormatImmunHl7.P, MisXoMsgGen.Mgmt, MisXoMsgGen.Mgmt.Detail.R",6/19/2015,MIS 1934,9/18/2014,,,,,,Y,,,
,FOC,MIS,6950,Additional fields for Syndromic Surveillance Interface,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,"MisEhrParam.Mgmt.Detail.R, MisEhrParam.Mgmt.S",6/19/2015,,6/19/2014,,,,,,Y,,,
,FOC,MIS,6977,INFCE: New Msg Gen parameter to send MSP in ADT,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,"MisXoMsgGen.Mgmt.Detail.R, MisXoMsgGen.Mgmt.S",6/19/2015,,8/21/2014,,,,,,,,,
,FOC,MIS,7016,Not all the configuration data for additional REGADTEHR interface is populated,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,MisXoConn.InitConnections.S,6/19/2015,,7/17/2014,,,,,,,,,
,FOC,MIS,7023,INFCE - Periods should not always be removed from syndromic DX codes,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,"MisEhrParam.Mgmt.Detail.R, MisEhrParam.Mgmt.S",6/19/2015,,7/17/2014,,,,,,Y,,,
,FOC,MIS,7146,INFCE: IMMUN msg will be rejected if RXA|10.1 is blank & RXA|10.9 is populated,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,MisXoConn.RecordsImmunHl7.C,6/19/2015,MIS 2008,8/21/2014,Y,,,,,Y,,,
,FOC,MIS,7161,Social Security Number for Immunizations for IRIS,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,MisXoConn.RecordsImmunHl7.C,6/19/2015,MIS 2009,8/21/2014,Y,,,,,Y,,,
,FOC,MIS,7166,INFCE: Changes for Namespace ID to use Parameter,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"MisXoConn.FormatImmunHl7.P, MisXoConn.RecordsImmunHl7.C, MisXoMsgGen.Mgmt.Detail.R, MisXoMsgGen.Mgmt.S",6/19/2015,MIS 2010,8/21/2014,Y,,,,,Y,,,
,FOC,MIS,7185,Patient Monitor Interface Performance Issues,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"MisMonitor.Functions.C, MisMonitor.XiFilerOv.P, MisXiConn.ReceiveFromCs.P",6/19/2015,MIS 2049,10/16/2014,Y,,,,,,,,
